tip_label;region;family;Genera;hoarding_status;development_mode;fam_sys_known_nk50;fam_sys_inferred_nk50;incubation_period;in_nest_period;independ_period;time_after_fl_parents;fam_time;median_clutch_size;zoolrec_hits;brain_size;mov_min;mov_max;terr_sys;terr_sys_source;body_weight;weight_source;food_diversity;food_energy_mean;food_fibres_mean;habitat_gen_spec;flocking_tendency;flocking_reason;foraging.method;INTRA_COL;HET_COL;invertivore;aquatic;vertivore;carnivore;nectarivore;frugivore;granivore;plants;diet;Bio1_mean;Bio2_mean;Bio3_mean;Bio4_mean;Bio7_mean;Bio12_mean;Bio15_mean;altitude_mean;npp_mean;hoard;hoard2;type;strategy;strat_final;foodPCA1;foodPCA2;foodPCA3;foodPCA4;NestPlacement;A1;A2;A3;A4
Acanthagenys_rufogularis;Australia;Meliphagidae;Acanthagenys;control_species;altrical;NA;no_fam;14;16.5;12;NA;NA;2;11;1.20176;0;3;;;51.75;hbw;2.046450949;162.03;3;generalist;sometimes;NA;Gleaning;acolonial;acolonial;20;0;10;0;50;10;10;0;omnivore;20.8843268;14.36626623;4.843088572;538.9531178;29.46878213;351.9254772;50.07877322;289.2003264;1.39E+11;0;NA;NA;NA;no;0.213800711;0.159422486;-0.112092783;0.292637964;ExposedElevated;0.213800711;0.159422486;-0.112092783;0.292637964
Acanthisitta_chloris;Australia;Acanthisittidae;Acanthisitta;control_species;altrical;coop;coop;19.6;24;31.5;120;88.5;4;18;NA;0;0;year_round_terr;hbw;5.7;hbw;0.469015229;161.69;3.32;specialist;usually;family;Gleaning;acolonial;acolonial;90;0;0;0;0;10;0;0;invertivore;9.708315098;9.252297593;4.624726477;362.5965614;19.80743982;1833.801813;14.83025946;547.1615089;4.58E+11;0;NA;NA;NA;no;-0.292780471;0.006335009;0.026693431;0.011634769;Cavity;-0.292780471;0.006335009;0.026693431;0.011634769
Acanthiza_chrysorrhoa;Australia;Acanthizidae;Acanthiza;control_species;altrical;coop;coop;19;18;42;400;358;4;20;0.44548;0;0;year_round_terr;hbw;9.162666435;hbw;0.721947394;207.5;3.36;specialist;sometimes;fam&forage;GroundGeneralist;colonial;colonial;80;0;0;0;0;0;20;0;invertivore;19.34995295;13.99997729;4.844903787;524.2225947;28.71995814;411.0395074;41.99920498;292.8084257;1.89E+11;0;NA;NA;NA;no;-0.292780471;0.006335009;0.026693431;0.011634769;Cavity;NA;NA;NA;NA
Acanthiza_inornata;Australia;Acanthizidae;Acanthiza;control_species;altrical;coop;coop;18.5;18;56;400;344;3;10;0.45584;0;0;territorial;hbw;7;hbw;0.721947394;160.2;2.28;specialist;sometimes;family;Gleaning;acolonial;acolonial;80;0;0;0;20;0;0;0;invertivore;16.58581188;12.29889648;5.029006831;426.3399895;24.31897005;610.2869154;65.16920652;219.0172414;3.73E+11;0;NA;NA;NA;no;-0.292780471;0.006335009;0.026693431;0.011634769;Cavity;-0.292780471;0.006335009;0.026693431;0.011634769
Acanthiza_lineata;Australia;Acanthizidae;Acanthiza;control_species;altrical;coop;coop;16.5;19;NA;400;360;3;19;0.52836;0;0;year_round_terr;hbw;7.1;hbw;1.370967049;194.4;3.04;specialist;usually;family;Gleaning;acolonial;acolonial;60;0;0;0;20;0;20;0;invertivore;16.29781538;12.88763437;4.879582495;474.5322006;26.1977599;725.7614259;30.74013454;327.8741271;4.29E+11;0;NA;NA;NA;no;-0.292780471;0.006335009;0.026693431;0.011634769;Cavity;-0.292780471;0.006335009;0.026693431;0.011634769
Acanthiza_nana;Australia;Acanthizidae;Acanthiza;control_species;altrical;coop;coop;16.5;NA;NA;400;360;3;5;0.38332;0;0;year_round_terr;hbw;6.5;hbw;0.721947394;207.5;3.36;specialist;usually;family;Gleaning;acolonial;acolonial;80;0;0;0;0;0;20;0;invertivore;18.16589902;13.37591257;4.86202907;499.2202614;27.33937685;606.7560868;36.79445685;282.299521;3.07E+11;0;NA;NA;NA;no;-0.292780471;0.006335009;0.026693431;0.011634769;Cavity;-0.292780471;0.006335009;0.026693431;0.011634769
Acanthiza_pusilla;Australia;Acanthizidae;Acanthiza;control_species;altrical;family;family;18.8;15.7;45.5;185;139.5;3;36;0.4662;0;0;year_round_terr;hbw;7.1;hbw;1.356794158;172.24;3.54;specialist;usually;family;Gleaning;acolonial;acolonial;70;0;0;0;10;10;10;0;invertivore;16.17977385;12.53095253;4.904912796;455.2464959;25.34992014;785.2039226;32.53139973;325.0060205;4.40E+11;0;NA;NA;NA;no;-0.292780471;0.006335009;0.026693431;0.011634769;Cavity;-0.292780471;0.006335009;0.026693431;0.011634769
Acanthiza_reguloides;Australia;Acanthizidae;Acanthiza;control_species;altrical;coop;coop;18.5;17.5;45.5;400;354.5;3;14;0.40404;0;0;year_round_terr;hbw;7.1;hbw;0.921945157;183.85;2.82;specialist;usually;family;GroundGeneralist;acolonial;acolonial;80;0;0;0;10;0;10;0;invertivore;18.15339212;13.2775617;4.91327455;484.4892217;26.87540766;655.821315;39.58545718;300.0058028;3.38E+11;0;NA;NA;NA;no;-0.292780471;0.006335009;0.026693431;0.011634769;Cavity;-0.292780471;0.006335009;0.026693431;0.011634769
Acanthiza_uropygialis;Australia;Acanthizidae;Acanthiza;control_species;altrical;coop;coop;19;19;NA;400;360;3;9;0.37296;0;0;;;6;hbw;0.921945157;176.2838;4.79;specialist;usually;fam&forage;Gleaning;acolonial;acolonial;80;0;0;0;0;0;10;10;invertivore;20.12745104;14.3850523;4.77271569;554.935882;29.91268109;330.4643177;42.30337397;299.2485762;1.35E+11;0;NA;NA;NA;no;-0.292780471;0.006335009;0.026693431;0.011634769;Cavity;-0.292780471;0.006335009;0.026693431;0.011634769
Acanthorhynchus_superciliosus;Australia;Meliphagidae;Acanthorhynchus;control_species;altrical;no_fam;no_fam;NA;15;14;14;0;2;9;NA;0;1;unknown;hbw;9.875;hbw;0.88131;127.45;1.48;specialist;sometimes;foraging;Gleaning;acolonial;acolonial;30;0;0;0;70;0;0;0;nectarivore;16.54464215;12.19565045;5.114313958;409.5530645;23.72178727;571.3918545;58.25543693;211.7633009;3.33E+11;0;NA;NA;NA;no;0.199798276;-0.091933813;-0.567246773;0.393979517;ExposedElevated;0.199798276;-0.091933813;-0.567246773;0.393979517
Acanthorhynchus_tenuirostris;Australia;Meliphagidae;Acanthorhynchus;control_species;altrical;no_fam;no_fam;14;13.7;10;10;0;2;31;0.49728;0;1;breeding_terr;hbw;12.75;hbw;1.000018957;140.55;1.8;generalist;sometimes;foraging;GroundGeneralist;acolonial;acolonial;40;0;0;0;60;0;0;0;nectarivore;15.23522408;11.78850553;4.944862179;419.9837896;23.67182636;925.8611476;33.89555597;375.1154003;5.18E+11;0;NA;NA;NA;no;-0.084704917;-0.040319626;-0.348024111;0.314604902;ExposedElevated;-0.084704917;-0.040319626;-0.348024111;0.314604902
Accipiter_albogularis;Australia;Accipitridae;Accipiter;non_hoarder;altrical;NA;NA;NA;NA;NA;NA;NA;NA;3;NA;0;3;;;306.25;hbw;0.721947394;202.2;0.4;generalist;NA;NA;AerialSallying;acolonial;acolonial;0;0;100;0;0;0;0;0;vertivore;25.38681818;7.033863636;8.4525;42.49613636;8.28;3321.122727;22.96136364;269.8782104;5.37E+11;0;N;;N;no;0.172059845;-0.101159396;-0.349248428;-0.510593384;ExposedElevated;0.172059845;-0.101159396;-0.349248428;-0.510593384
Accipiter_badius;Widespread;Accipitridae;Accipiter;hoarder;altrical;family;family;NA;NA;40;280;240;3;98;NA;0;1;territorial;hbw;116.5;hbw;1.295478416;199.31;0.62;generalist;usually;family;AerialSallying;acolonial;acolonial;10;0;90;0;0;0;0;0;vertivore;22.78013965;12.85302195;5.627320481;336.2703511;24.1176312;953.4685257;94.24799016;701.9909044;3.59E+11;1;Y;UNK;PR;provision;0.249573704;-0.114730742;-0.38394297;-0.534016307;ExposedElevated;0.249573704;-0.114730742;-0.38394297;-0.534016307
Accipiter_bicolor;Neotropical;Accipitridae;Accipiter;non_hoarder;altrical;NA;NA;NA;NA;60;NA;NA;2;11;NA;0;0;breeding_terr;hbw;286.1666667;hbw;2.22E-05;202.2;0.4;generalist;NA;NA;AerialSallying;acolonial;acolonial;0;0;100;0;0;0;0;0;vertivore;24.5335876;10.92390517;7.282662593;116.4488189;15.32381797;1831.330187;56.86994354;329.267594;8.02E+11;0;N;;N;no;0.31403525;-0.125587032;-0.410031609;-0.547210282;ExposedElevated;0.31403525;-0.125587032;-0.410031609;-0.547210282
Accipiter_brachyurus;Australia;Accipitridae;Accipiter;non_hoarder;altrical;NA;NA;NA;NA;NA;NA;NA;NA;2;NA;0;3;;;142;hbw;2.22E-05;202.2;0.4;specialist;NA;NA;AerialSallying;acolonial;acolonial;0;0;100;0;0;0;0;0;vertivore;24.66846847;7.385585586;8.336936937;47.0545045;8.815315315;3546.783784;27.14414414;395.4152139;7.20E+11;0;N;;N;no;0.31403525;-0.125587032;-0.410031609;-0.547210282;ExposedElevated;0.31403525;-0.125587032;-0.410031609;-0.547210282
Accipiter_brevipes;Palearctic;Accipitridae;Accipiter;non_hoarder;altrical;NA;NA;NA;NA;20;NA;NA;4;77;3.3;3;3;;;184.4112;hbw;1.521944357;190.64;1.28;specialist;NA;NA;AerialSallying;acolonial;acolonial;40;0;60;0;0;0;0;0;vertivore;9.248130448;10.59277202;2.676148087;1031.811141;39.45792842;393.397149;34.34650805;432.0491837;1.31E+11;0;N;;N;no;-0.104922599;-0.047043867;-0.189131879;-0.344710232;ExposedElevated;-0.104922599;-0.047043867;-0.189131879;-0.344710232
Accipiter_castanilius;Africa;Accipitridae;Accipiter;non_hoarder;altrical;NA;NA;NA;NA;NA;NA;NA;NA;8;NA;0;3;;;159.25;hbw;0.921945157;199.31;0.62;specialist;NA;NA;AerialSallying;acolonial;acolonial;10;0;90;0;0;0;0;0;vertivore;24.55485066;10.1527875;7.902848539;69.96036461;12.83045088;1769.897656;48.01249288;478.0109537;8.55E+11;0;N;;N;no;0.172059845;-0.101159396;-0.349248428;-0.510593384;ExposedElevated;0.172059845;-0.101159396;-0.349248428;-0.510593384
Accipiter_chilensis;;Accipitridae;Accipiter;control_species;altrical;NA;NA;NA;NA;NA;NA;NA;4;12;NA;0;3;;;368;hbw;2.22E-05;202.2;0.4;;NA;NA;AerialSallying;acolonial;acolonial;0;0;100;0;0;0;0;0;vertivore;7.377926267;10.48470046;5.001198157;371.3452627;20.57491244;1094.291336;41.78184332;817.5538927;2.46E+11;0;NA;NA;NA;no;0.31403525;-0.125587032;-0.410031609;-0.547210282;ExposedElevated;NA;NA;NA;NA
Accipiter_cirrocephalus;Australia;Accipitridae;Accipiter;non_hoarder;altrical;no_fam;no_fam;35;28;60;60;0;3;4;2.47604;0;3;solitary_nester;hbw;180;hbw;0.921945157;199.31;0.62;generalist;NA;NA;AerialScreaning;acolonial;acolonial;10;0;90;0;0;0;0;0;vertivore;21.39114694;12.70242165;5.458288906;406.149952;24.3221376;896.9277877;57.30285464;272.5522413;3.12E+11;0;N;;N;no;0.172059845;-0.101159396;-0.349248428;-0.510593384;ExposedElevated;0.172059845;-0.101159396;-0.349248428;-0.510593384
Accipiter_collaris;Neotropical;Accipitridae;Accipiter;non_hoarder;altrical;NA;NA;NA;NA;NA;NA;NA;NA;2;NA;0;3;;;332.94;Elton_GenAvg;0.721947394;202.2;0.4;specialist;NA;NA;AerialSallying;acolonial;acolonial;0;0;100;0;0;0;0;0;vertivore;18.33141994;10.28751259;8.557670359;38.54451158;12.00580732;2235.026519;36.58106747;1741.428433;4.66E+11;0;N;;N;no;0.31403525;-0.125587032;-0.410031609;-0.547210282;ExposedElevated;0.31403525;-0.125587032;-0.410031609;-0.547210282
Accipiter_cooperii;Nearctic;Accipitridae;Accipiter;hoarder;altrical;no_fam;no_fam;35;32;40;60;20;4;259;4.8692;3;3;solitary_nester;hbw;386.5;hbw;0.469015229;202.2;0.4;generalist;NA;unknown;AerialScreaning;acolonial;acolonial;0;0;100;0;0;0;0;0;vertivore;9.550059145;13.72413505;3.567906265;871.1626172;38.67128642;726.5172294;39.64846184;825.672266;2.76E+11;1;Y;L;PR;provision;0.31403525;-0.125587032;-0.410031609;-0.547210282;ExposedElevated;0.31403525;-0.125587032;-0.410031609;-0.547210282
Accipiter_erythrauchen;Australia;Accipitridae;Accipiter;non_hoarder;altrical;NA;NA;NA;NA;NA;NA;NA;NA;3;NA;0;0;;;156;hbw;2.22E-05;202.2;0.4;specialist;NA;NA;AerialSallying;acolonial;acolonial;0;0;100;0;0;0;0;0;vertivore;24.99927798;6.739530686;7.99368231;52.33357401;8.366606498;2228.054152;28.98555957;339.2926045;7.70E+11;0;N;;N;no;0.31403525;-0.125587032;-0.410031609;-0.547210282;ExposedElevated;0.31403525;-0.125587032;-0.410031609;-0.547210282
Accipiter_erythropus;Africa;Accipitridae;Accipiter;non_hoarder;altrical;NA;NA;NA;NA;NA;NA;NA;2;7;NA;0;0;;;118.5;hbw;0.970969586;190.64;1.28;generalist;NA;NA;AerialSallying;acolonial;acolonial;40;0;60;0;0;0;0;0;vertivore;25.41310027;10.63181897;7.452953981;93.0437481;14.47105882;1662.22624;60.62734555;370.5770842;7.09E+11;0;N;;N;no;-0.104922599;-0.047043867;-0.189131879;-0.344710232;ExposedElevated;-0.104922599;-0.047043867;-0.189131879;-0.344710232
Accipiter_fasciatus;Australia;Accipitridae;Accipiter;non_hoarder;altrical;NA;no_fam;30;32.5;40;NA;NA;3;74;4.662;0;3;solitary_nester;hbw;461.25;hbw;1.846453186;192.853;1.34;generalist;NA;NA;AerialSallying;acolonial;acolonial;20;0;70;10;0;0;0;0;vertivore;21.68944008;13.61341242;5.16281642;468.929718;26.93443214;616.2019609;58.46813133;284.1610039;2.15E+11;0;N;;N;no;0.172059845;-0.101159396;-0.349248428;-0.510593384;ExposedElevated;0.172059845;-0.101159396;-0.349248428;-0.510593384
Accipiter_francesiae;Africa;Accipitridae;Accipiter;non_hoarder;altrical;NA;NA;NA;NA;NA;NA;NA;NA;0;NA;0;0;;;135.25;MG-hbw;1.370967049;184.86;1.72;specialist;NA;NA;AerialSallying;acolonial;acolonial;60;0;40;0;0;0;0;0;invertivore;23.31110075;12.14011194;6.55363806;215.5550218;18.38925684;1401.72357;95.59375;459.1119022;5.88E+11;0;N;;N;no;-0.236063387;-0.015471949;-0.075061841;-0.179166182;ExposedElevated;-0.236063387;-0.015471949;-0.075061841;-0.179166182
Accipiter_gentilis;Holarctic;Accipitridae;Accipiter;hoarder;altrical;no_fam;no_fam;33;37;43;30;0;4;1437;8.16368;0;0;solitary_nester;hbw;1004;hbw;0.469015229;202.2;0.4;specialist;NA;unknown;AerialSallying;acolonial;acolonial;0;0;100;0;0;0;0;0;vertivore;-1.198584334;10.55459954;2.414844059;1222.086024;45.06501267;563.5555994;47.72612302;592.8799355;1.53E+11;1;Y;L;PR;provision;0.31403525;-0.125587032;-0.410031609;-0.547210282;ExposedElevated;0.31403525;-0.125587032;-0.410031609;-0.547210282
Accipiter_griseiceps;Indomalayan;Accipitridae;Accipiter;non_hoarder;altrical;NA;NA;NA;NA;NA;NA;NA;NA;2;NA;0;0;;;255.5;hbw;1.521944357;196.42;0.84;generalist;NA;NA;AerialSallying;acolonial;acolonial;20;0;80;0;0;0;0;0;vertivore;23.69969568;8.153864881;7.955203895;45.44613512;10.20858186;2134.140596;29.93365794;604.686776;8.06E+11;0;N;;N;no;0.172059845;-0.101159396;-0.349248428;-0.510593384;ExposedElevated;0.172059845;-0.101159396;-0.349248428;-0.510593384
Accipiter_gularis;Palearctic;Accipitridae;Accipiter;hoarder;altrical;NA;NA;NA;NA;NA;NA;NA;4;64;NA;0;3;;;128.5454545;hbw;0.921945157;199.31;0.62;specialist;NA;NA;AerialSallying;acolonial;acolonial;10;0;90;0;0;0;0;0;vertivore;-0.400962227;12.19310952;2.356182307;1393.676427;50.94243889;615.3178751;84.57584576;681.5746567;1.95E+11;1;Y;S;PR;provision;0.172059845;-0.101159396;-0.349248428;-0.510593384;ExposedElevated;0.172059845;-0.101159396;-0.349248428;-0.510593384
Accipiter_gundlachi;Neotropical;Accipitridae;Accipiter;non_hoarder;altrical;NA;NA;NA;NA;NA;NA;NA;3;5;NA;0;0;;;675;hbw;2.22E-05;202.2;0.4;generalist;NA;NA;AerialScreaning;acolonial;acolonial;0;0;100;0;0;0;0;0;vertivore;24.25246914;10.0117284;6.548148148;174.3685185;15.18148148;1428.753086;48.87037037;254.3165138;7.53E+11;0;N;;N;no;0.31403525;-0.125587032;-0.410031609;-0.547210282;ExposedElevated;0.31403525;-0.125587032;-0.410031609;-0.547210282
Accipiter_haplochrous;Australia;Accipitridae;Accipiter;non_hoarder;altrical;NA;NA;NA;NA;NA;NA;NA;3;3;4.05076;0;0;;;219.5;hbw;1.485491605;193.53;1.06;specialist;NA;NA;AerialSallying;acolonial;acolonial;30;0;70;0;0;0;0;0;vertivore;21.72338308;7.288059701;5.379104478;224.5427861;13.42686567;1602.835821;45.34825871;262.8646209;8.26E+11;0;N;;N;no;0.172059845;-0.101159396;-0.349248428;-0.510593384;ExposedElevated;0.172059845;-0.101159396;-0.349248428;-0.510593384
Accipiter_henicogrammus;Australia;Accipitridae;Accipiter;non_hoarder;altrical;NA;NA;NA;NA;NA;NA;NA;NA;2;NA;0;0;;;332.94;Elton_GenAvg;1.57096679;193.53;1.06;specialist;NA;NA;AerialSallying;acolonial;acolonial;30;0;70;0;0;0;0;0;vertivore;25.33834586;7.278571429;8.434962406;32.7593985;8.577819549;2112.169173;25.59022556;260.6907357;6.76E+11;0;N;;N;no;0.172059845;-0.101159396;-0.349248428;-0.510593384;ExposedElevated;0.172059845;-0.101159396;-0.349248428;-0.510593384
Accipiter_henstii;Africa;Accipitridae;Accipiter;hoarder;altrical;NA;NA;NA;NA;NA;NA;NA;NA;10;NA;0;0;;;1050;hbw;2.22E-05;202.2;0.4;specialist;NA;NA;AerialSallying;acolonial;acolonial;0;0;100;0;0;0;0;0;vertivore;23.48931966;11.9200932;6.548238583;210.1890587;18.07358807;1467.894501;95.70866729;420.8159769;6.29E+11;1;Y;L;PR;provision;0.31403525;-0.125587032;-0.410031609;-0.547210282;ExposedElevated;0.31403525;-0.125587032;-0.410031609;-0.547210282
Accipiter_imitator;Australia;Accipitridae;Accipiter;non_hoarder;altrical;NA;NA;NA;NA;NA;NA;NA;NA;2;NA;0;0;;;225;hbw;0.970969586;190.64;1.28;specialist;NA;NA;AerialSallying;acolonial;acolonial;40;0;60;0;0;0;0;0;vertivore;26.23548387;6.746774194;8.533064516;38.64354839;7.867741935;3386.112903;20;121.8222222;6.65E+11;0;N;;N;no;0.082651844;-0.084760799;-0.304441069;-0.472685983;ExposedElevated;0.082651844;-0.084760799;-0.304441069;-0.472685983
Accipiter_luteoschistaceus;Australia;Accipitridae;Accipiter;non_hoarder;altrical;NA;NA;NA;NA;NA;NA;NA;NA;4;NA;0;0;;;213.5;hbw;0.970969586;190.64;1.28;specialist;NA;NA;AerialSallying;acolonial;acolonial;40;0;60;0;0;0;0;0;vertivore;25.02722772;7.397029703;8.333663366;46.11584158;8.834158416;3563.826733;28.75247525;289.6715596;7.24E+11;0;N;;N;no;0.082651844;-0.084760799;-0.304441069;-0.472685983;ExposedElevated;NA;NA;NA;NA
Accipiter_madagascariensis;Africa;Accipitridae;Accipiter;non_hoarder;altrical;NA;NA;NA;NA;NA;NA;NA;3;5;NA;0;0;;;177.2;hbw;1.370967049;196.42;0.84;specialist;NA;NA;AerialSallying;acolonial;acolonial;20;0;80;0;0;0;0;0;vertivore;23.30908168;12.06091662;6.522966345;218.8814815;18.35564012;1385.142229;94.48486386;435.7193818;6.05E+11;0;N;;N;no;0.31403525;-0.125587032;-0.410031609;-0.547210282;ExposedElevated;0.31403525;-0.125587032;-0.410031609;-0.547210282
Accipiter_melanochlamys;Australia;Accipitridae;Accipiter;non_hoarder;altrical;NA;NA;NA;NA;NA;NA;NA;NA;2;NA;0;0;;;254;hbw;0.921945157;199.31;0.62;specialist;NA;NA;AerialSallying;acolonial;acolonial;10;0;90;0;0;0;0;0;vertivore;16.17267356;10.34586411;8.55745938;62.19039882;12.02082718;3155.643279;19.33825702;2173.9831;4.03E+11;0;N;;N;no;0.172059845;-0.101159396;-0.349248428;-0.510593384;ExposedElevated;0.172059845;-0.101159396;-0.349248428;-0.510593384
Accipiter_melanoleucus;Africa;Accipitridae;Accipiter;non_hoarder;altrical;no_fam;no_fam;NA;NA;60;60;0;3;71;NA;0;0;year_round_terr;hbw;637.5;hbw;0.469015229;202.2;0.4;specialist;usually;unknown;AerialScreaning;acolonial;acolonial;0;0;100;0;0;0;0;0;vertivore;22.9646176;12.26758702;6.824587862;170.9866408;18.44182516;1181.017761;78.04157182;780.7734771;5.70E+11;0;N;;N;no;0.31403525;-0.125587032;-0.410031609;-0.547210282;ExposedElevated;0.31403525;-0.125587032;-0.410031609;-0.547210282
Accipiter_meyerianus;Australia;Accipitridae;Accipiter;non_hoarder;altrical;NA;NA;NA;NA;NA;NA;NA;3;7;NA;0;0;;;815;hbw;2.22E-05;202.2;0.4;generalist;NA;NA;AerialScreaning;acolonial;acolonial;0;0;100;0;0;0;0;0;vertivore;20.21662437;9.164022843;8.476713198;54.80532995;10.71656091;3077.725571;22.33851523;1335.666019;5.63E+11;0;N;;N;no;0.31403525;-0.125587032;-0.410031609;-0.547210282;ExposedElevated;0.31403525;-0.125587032;-0.410031609;-0.547210282
Accipiter_minullus;Africa;Accipitridae;Accipiter;non_hoarder;altrical;family;family;NA;NA;NA;NA;240;2;39;NA;0;0;territorial;hbw;83;hbw;1.370967049;196.42;0.84;generalist;usually;family;AerialSallying;acolonial;acolonial;20;0;80;0;0;0;0;0;vertivore;21.84067441;13.31088108;6.481025522;200.807215;20.75743217;924.463254;89.85983555;1018.666564;5.02E+11;0;N;;N;no;0.172059845;-0.101159396;-0.349248428;-0.510593384;ExposedElevated;0.172059845;-0.101159396;-0.349248428;-0.510593384
Accipiter_nanus;Australia;Accipitridae;Accipiter;non_hoarder;altrical;NA;NA;NA;NA;NA;NA;NA;NA;2;NA;0;0;;;332.94;Elton_GenAvg;0.88131;181.97;1.94;specialist;NA;NA;AerialSallying;acolonial;acolonial;70;0;30;0;0;0;0;0;invertivore;23.34907692;8.161076923;8.079384615;42.39669231;10.05976923;2035.495385;27.99384615;672.4902453;8.03E+11;0;N;;N;no;-0.269463445;-0.005172012;-0.031484286;-0.103973882;ExposedElevated;-0.269463445;-0.005172012;-0.031484286;-0.103973882
Accipiter_nisus;Palearctic;Accipitridae;Accipiter;hoarder;altrical;no_fam;no_fam;33;28;24.5;28;0;5;1143;2.956912281;3;3;;;208.25;hbw;2.22E-05;202.2;0.4;specialist;NA;NA;AerialSallying;acolonial;acolonial;0;0;100;0;0;0;0;0;vertivore;-0.640025941;10.26684044;2.356816283;1239.997498;45.11523702;550.9449197;51.21483357;595.8742162;1.54E+11;1;Y;L;PR;provision;0.31403525;-0.125587032;-0.410031609;-0.547210282;ExposedElevated;0.31403525;-0.125587032;-0.410031609;-0.547210282
Accipiter_novaehollandiae;Australia;Accipitridae;Accipiter;non_hoarder;altrical;NA;no_fam;34;38;50;NA;NA;3;38;4.91064;0;0;solitary_nester;hbw;557;MG-hbw;1.57096679;193.53;1.06;specialist;NA;NA;AerialSallying;acolonial;acolonial;30;0;70;0;0;0;0;0;vertivore;25.41141098;8.193186249;8.208722422;57.27585428;9.955474602;2927.977116;29.20051308;261.0629986;8.23E+11;0;N;;N;no;0.172059845;-0.101159396;-0.349248428;-0.510593384;ExposedElevated;0.172059845;-0.101159396;-0.349248428;-0.510593384
Accipiter_ovampensis;Africa;Accipitridae;Accipiter;non_hoarder;altrical;no_fam;no_fam;NA;NA;30;NA;NA;3;19;NA;0;0;territorial;hbw;212;hbw;2.22E-05;202.2;0.4;generalist;no_flocks;no_flocks;AerialScreaning;acolonial;acolonial;0;0;100;0;0;0;0;0;vertivore;22.55272208;13.45684132;6.305033607;219.6698348;21.60262257;937.4441197;93.41335623;899.2744432;4.74E+11;0;N;;N;no;0.31403525;-0.125587032;-0.410031609;-0.547210282;ExposedElevated;0.31403525;-0.125587032;-0.410031609;-0.547210282
Accipiter_poliocephalus;Australia;Accipitridae;Accipiter;non_hoarder;altrical;NA;NA;NA;NA;NA;NA;NA;1;3;NA;0;0;solitary_nester;hbw;267;hbw;0.721947394;196.42;0.84;specialist;NA;NA;AerialSallying;colonial;acolonial;20;0;80;0;0;0;0;0;vertivore;25.52612063;8.39495873;8.256571429;58.38896508;10.13815873;3020.882794;26.49574603;252.7027745;8.74E+11;0;N;;N;no;0.172059845;-0.101159396;-0.349248428;-0.510593384;ExposedElevated;0.172059845;-0.101159396;-0.349248428;-0.510593384
Accipiter_poliogaster;Neotropical;Accipitridae;Accipiter;non_hoarder;altrical;NA;NA;NA;NA;NA;NA;NA;NA;4;NA;3;3;;;1369.41;Elton_PrimScale;2.22E-05;202.2;0.4;generalist;NA;NA;AerialSallying;acolonial;acolonial;0;0;100;0;0;0;0;0;vertivore;24.72737986;10.62233134;7.548442094;89.97942356;14.34602824;2166.991516;48.74491255;280.1051675;9.26E+11;0;N;;N;no;0.31403525;-0.125587032;-0.410031609;-0.547210282;ExposedElevated;0.31403525;-0.125587032;-0.410031609;-0.547210282
Accipiter_princeps;Australia;Accipitridae;Accipiter;non_hoarder;altrical;NA;NA;NA;NA;NA;NA;NA;NA;2;NA;0;0;;;332.94;Elton_GenAvg;1.000018957;187.75;1.5;specialist;NA;NA;AerialSallying;acolonial;acolonial;30;0;70;0;0;0;0;0;vertivore;22.51343284;7.682089552;8.326865672;52.28283582;9.182089552;3491.164179;22.46268657;832.864;5.06E+11;0;N;;N;no;-0.104922599;-0.047043867;-0.189131879;-0.344710232;ExposedElevated;-0.104922599;-0.047043867;-0.189131879;-0.344710232
Accipiter_rhodogaster;Australia;Accipitridae;Accipiter;non_hoarder;altrical;NA;NA;NA;NA;NA;NA;NA;NA;2;NA;0;0;;;188.5;hbw;1.370967049;196.42;0.84;generalist;NA;NA;AerialSallying;acolonial;acolonial;20;0;80;0;0;0;0;0;vertivore;23.52348485;8.120920746;7.935081585;46.13234266;10.19254079;2145.026807;30.78438228;637.9003371;8.14E+11;0;N;;N;no;0.172059845;-0.101159396;-0.349248428;-0.510593384;ExposedElevated;0.172059845;-0.101159396;-0.349248428;-0.510593384
Accipiter_rufitorques;Australia;Accipitridae;Accipiter;non_hoarder;altrical;NA;NA;NA;NA;NA;NA;NA;3;5;NA;0;0;solitary_nester;hbw;209;hbw;0.721947394;196.42;0.84;specialist;NA;NA;AerialSallying;acolonial;acolonial;20;0;80;0;0;0;0;0;vertivore;24.11972477;6.257798165;6.336238532;124.5844037;9.827522936;2572.600917;41.20642202;211.6521739;7.19E+11;0;N;;N;no;0.172059845;-0.101159396;-0.349248428;-0.510593384;ExposedElevated;0.172059845;-0.101159396;-0.349248428;-0.510593384
Accipiter_rufiventris;Africa;Accipitridae;Accipiter;hoarder;altrical;no_fam;no_fam;NA;NA;70;70;0;3;38;NA;0;0;territorial;hbw;195;hbw;0.921945157;199.31;0.62;generalist;no_flocks;no_flocks;AerialScreaning;acolonial;acolonial;10;0;90;0;0;0;0;0;vertivore;17.06073158;13.76998386;6.823969876;207.7097149;20.70782141;1004.113394;73.0605702;1786.265867;4.90E+11;1;Y;L;PR;provision;0.31403525;-0.125587032;-0.410031609;-0.547210282;ExposedElevated;0.31403525;-0.125587032;-0.410031609;-0.547210282
