tip_label;region;family;Genera;hoarding_status;development_mode;fam_sys_known_nk50;fam_sys_inferred_nk50;incubation_period;in_nest_period;independ_period;time_after_fl_parents;fam_time;median_clutch_size;zoolrec_hits;brain_size;mov_min;mov_max;terr_sys;terr_sys_source;body_weight;weight_source;food_diversity;food_energy_mean;food_fibres_mean;habitat_gen_spec;flocking_tendency;flocking_reason;foraging.method;INTRA_COL;HET_COL;invertivore;aquatic;vertivore;carnivore;nectarivore;frugivore;granivore;plants;diet;Bio1_mean;Bio2_mean;Bio3_mean;Bio4_mean;Bio7_mean;Bio12_mean;Bio15_mean;altitude_mean;npp_mean;hoard;hoard2;type;strategy;strat_final;foodPCA1;foodPCA2;foodPCA3;foodPCA4;NestPlacement;A1;A2;A3;A4
Nisaetus_nipalensis;Widespread;Accipitridae;Nisaetus;non_hoarder;altrical;NA;NA;NA;NA;NA;NA;NA;NA;0;NA;0;0;breeding_terr;hbw;2650;hbw;0.721947394;202.2;0.4;specialist;NA;NA;AerialSallying;acolonial;acolonial;0;0;100;0;0;0;0;0;vertivore;15.96551209;9.823440405;3.991318773;532.9411675;25.43810479;1556.755351;71.61913443;1169.959488;4.31E+11;0;N;;N;no;0.31403525;-0.125587032;-0.410031609;-0.547210282;ExposedElevated;NA;NA;NA;NA
Nisaetus_philippensis;Indomalayan;Accipitridae;Nisaetus;non_hoarder;altrical;NA;NA;NA;NA;NA;NA;NA;NA;0;NA;0;0;;;1168;hbw;2.22E-05;202.2;0.4;specialist;NA;NA;AerialSallying;acolonial;acolonial;0;0;100;0;0;0;0;0;vertivore;25.26281187;8.651483479;7.492211733;80.47855698;11.57781524;2581.141942;50.23465947;356.5497183;6.60E+11;0;N;;N;no;0.31403525;-0.125587032;-0.410031609;-0.547210282;ExposedElevated;NA;NA;NA;NA
Northiella_haematogaster;Australia;Psittacidae;Northiella;control_species;altrical;family;family;21;30;12;NA;NA;5;7;2.4864;1;1;breeding_terr;hbw;89.5;hbw;1.89547562;147.4214;11.33;generalist;usually;forage_roost;Gleaning;acolonial;acolonial;10;0;0;0;0;30;30;30;omnivore;18.71293136;14.04636398;4.761793115;547.2882388;29.27420961;363.7929024;28.95868261;190.9250061;1.63E+11;0;NA;NA;NA;no;0.383447229;-0.230040212;0.259636717;0.053156298;Cavity;NA;NA;NA;NA
Nothoprocta_cinerascens;Neotropical;Tinamidae;Nothoprocta;control_species;precocial;NA;NA;NA;NA;NA;NA;NA;10;14;NA;0;0;year_round_terr;hbw;526.25;hbw;1.370967049;184.28;4.8;specialist;NA;NA;GroundGeneralist;acolonial;acolonial;40;0;0;0;0;20;30;10;omnivore;19.62973406;14.12162645;5.102690224;466.7274624;27.60434622;639.7783797;60.8995937;289.3323069;3.92E+11;0;NA;NA;NA;no;-0.292780471;0.006335009;0.026693431;0.011634769;ExposedGround;NA;NA;NA;NA
Nothoprocta_ornata;Neotropical;Tinamidae;Nothoprocta;control_species;precocial;NA;no_fam;23;0;NA;NA;NA;6;9;2.9526;0;0;unknown;hbw;624.5;hbw;1.760978001;125.309;13.13;generalist;usually;foraging;GroundGeneralist;acolonial;acolonial;20;0;0;0;0;10;40;30;omnivore;9.504923922;16.15467033;6.790152156;243.2194844;23.95950972;535.5233516;100.3557692;3503.075486;2.32E+11;0;NA;NA;NA;no;0.300893192;-0.263927415;0.133813288;0.004543846;ExposedGround;0.300893192;-0.263927415;0.133813288;0.004543846
Nothoprocta_perdicaria;Neotropical;Tinamidae;Nothoprocta;control_species;precocial;NA;no_fam;NA;NA;NA;NA;NA;6;18;NA;0;0;unknown;hbw;458;hbw;1.846453186;153.5414;9.51;specialist;usually;foraging;GroundGeneralist;acolonial;acolonial;20;0;0;0;0;10;40;30;omnivore;12.57670588;11.21470588;5.454529412;322.7015294;20.42017647;930.1023529;87.01294118;411.9551731;4.37E+11;0;NA;NA;NA;no;0.332125858;-0.334075875;0.200958951;0.031719839;ExposedGround;0.332125858;-0.334075875;0.200958951;0.031719839
Nothura_maculosa;Neotropical;Tinamidae;Nothura;control_species;precocial;NA;NA;NA;NA;NA;NA;NA;5;81;1.63688;0;0;;;242.25;hbw;1.57096679;189.77;5.9;generalist;NA;NA;GroundGeneralist;acolonial;acolonial;30;0;0;0;0;20;40;10;omnivore;19.95104497;12.31795144;5.686110742;331.2450903;22.09653575;1116.86088;49.86273989;374.1546275;5.89E+11;0;NA;NA;NA;no;0.171609121;0.009267513;0.270610583;0.073886518;ExposedGround;0.171609121;0.009267513;0.270610583;0.073886518
Nucifraga_caryocatactes;Palearctic;Corvidae;Nucifraga;hoarder;altrical;family;family;18;24.5;NA;90;NA;4;294;5.51;0;0;;;171.5;hbw;1.295478416;278.79;4.66;;sometimes;family;Gleaning;acolonial;acolonial;30;0;10;0;0;0;60;0;granivore;-3.041112846;10.48099663;2.174965043;1380.641812;49.1521752;545.703358;57.445454;586.8548201;1.45E+11;1;Y;S;FP;sustenance;0.2690961;-0.472818349;0.231838201;0.062718109;ExposedElevated;0.2690961;-0.472818349;0.231838201;0.062718109
Nucifraga_columbiana;Nearctic;Corvidae;Nucifraga;hoarder;altrical;family;family;18;20;120;270;150;3;137;NA;0;0;breeding_terr;hbw;131.5689655;hbw;1.960975763;263.903;4.34;;sometimes;family;Gleaning;acolonial;acolonial;20;0;20;10;0;0;50;0;omnivore;5.749565004;14.70199907;3.840360542;788.6516923;37.75204953;506.7100935;36.3808329;1693.316634;1.87E+11;1;Y;S;FP;sustenance;0.368848699;-0.510747773;0.216785543;0.054516851;ExposedElevated;0.368848699;-0.510747773;0.216785543;0.054516851
Numenius_americanus;Nearctic;Scolopacidae;Numenius;control_species;precocial;family;family;29;0;41;90;49;4;109;3.9368;3;3;;;704.5;hbw;0.469015229;161.69;3.32;generalist;0;family;GroundGeneralist;acolonial;acolonial;40;50;0;0;0;10;0;0;omnivore;6.500861241;14.84444412;3.638787861;880.4793564;40.54111263;425.0208909;44.38563822;1340.015952;1.58E+11;0;NA;NA;NA;no;-0.292780471;0.006335009;0.026693431;0.011634769;ExposedGround;-0.292780471;0.006335009;0.026693431;0.011634769
Numenius_arquata;Palearctic;Scolopacidae;Numenius;control_species;precocial;NA;NA;NA;NA;NA;NA;NA;4;576;4.531784;0;3;;;813.75;hbw;1.57096679;189.77;5.9;generalist;NA;NA;GroundGeneralist;acolonial;acolonial;10;60;10;0;0;10;10;0;aquatic;1.123810015;9.922635394;2.318982505;1162.321178;42.91596254;549.7627015;43.37950503;328.5346257;1.53E+11;0;NA;NA;NA;no;-0.196461516;0.007523992;0.075433752;-0.030899871;ExposedGround;-0.196461516;0.007523992;0.075433752;-0.030899871
Numenius_borealis;Nearctic;Scolopacidae;Numenius;control_species;precocial;no_fam;no_fam;NA;1;NA;NA;10;4;66;NA;3;3;breeding_terr;hbw;362;hbw;1.521944357;98.6276;9.1;specialist;usually;foraging;NA;acolonial;acolonial;70;0;0;0;0;30;0;0;invertivore;-9.552638147;8.418137697;1.665062747;1461.508008;48.87402066;238.5280455;51.62025931;305.1342076;39675768214;0;NA;NA;NA;no;-0.119682221;0.204279875;0.103036326;0.028015281;ExposedGround;-0.119682221;0.204279875;0.103036326;0.028015281
Numenius_madagascariensis;Palearctic;Scolopacidae;Numenius;control_species;precocial;NA;NA;NA;NA;NA;NA;NA;4;62;4.8692;3;3;;;870;hbw;0.469015229;161.69;3.32;specialist;NA;NA;GroundGeneralist;colonial;acolonial;0;90;0;0;0;10;0;0;aquatic;-7.344711686;10.82927822;1.910618586;1643.657213;55.83246924;484.8739922;68.54814311;556.3870017;1.32E+11;0;NA;NA;NA;no;-0.197807706;0.130128914;0.078170535;0.023587488;ExposedGround;-0.197807706;0.130128914;0.078170535;0.023587488
Numenius_minutus;Palearctic;Scolopacidae;Numenius;control_species;precocial;NA;NA;NA;NA;NA;NA;NA;4;68;NA;3;3;semi_colonial;hbw;169.5;hbw;0.921945157;178.79;3.7;generalist;NA;NA;GroundGeneralist;colonial;acolonial;20;60;0;0;0;10;10;0;aquatic;-14.91243327;10.49633012;1.628855387;1928.789783;62.60601014;253.8586778;62.44135916;409.9207659;43231895071;0;NA;NA;NA;no;-0.216535535;0.012803025;0.098486968;0.032137798;ExposedGround;-0.216535535;0.012803025;0.098486968;0.032137798
Numenius_phaeopus;Widespread;Scolopacidae;Numenius;control_species;precocial;no_fam;no_fam;26;0;30;40;10;4;333;3.24268;3;3;solitary_nester;hbw;433.25;hbw;1.570964811;153.0638;6.23;generalist;usually;foraging;GroundGeneralist;acolonial;acolonial;20;50;0;0;0;10;10;5;omnivore;-3.37927878;8.72648085;2.102513509;1149.22567;41.57733649;502.3580781;42.21544024;291.5919797;83086904851;0;NA;NA;NA;no;-0.196461516;0.007523992;0.075433752;-0.030899871;ExposedGround;-0.196461516;0.007523992;0.075433752;-0.030899871
Numenius_tahitiensis;Nearctic;Scolopacidae;Numenius;control_species;precocial;no_fam;no_fam;24;1;27;27;0;4;48;3.574496;3;3;breeding_terr;hbw;493.75;hbw;2.121939582;114.54668;7.72;generalist;usually;foraging;GroundGeneralist;acolonial;acolonial;40;10;0;10;0;20;0;20;omnivore;-3.642252329;7.851143099;2.112616427;1064.338188;36.28992379;403.7451312;65.27857748;146.4883369;83148491058;0;NA;NA;NA;no;-0.01752869;0.279861268;0.122052937;0.029631742;ExposedGround;-0.01752869;0.279861268;0.122052937;0.029631742
Numenius_tenuirostris;Palearctic;Scolopacidae;Numenius;control_species;precocial;NA;NA;NA;NA;NA;NA;NA;4;127;NA;3;3;colonial;hbw;307.5;hbw;2.22E-05;173.3;2.6;specialist;NA;NA;GroundGeneralist;colonial;acolonial;30;70;0;0;0;0;0;0;aquatic;-0.388135593;10.49717514;2.101129944;1340.000565;48.56045198;461.2090395;49.0960452;98.06813627;1.84E+11;0;NA;NA;NA;no;-0.292780471;0.006335009;0.026693431;0.011634769;ExposedGround;NA;NA;NA;NA
Numida_meleagris;Africa;Numididae;Numida;control_species;precocial;family;family;25.5;0;40;NA;NA;10;543;4.22688;0;0;breeding_terr;hbw;1385;hbw;1.846453186;139.4252;11.32;specialist;usually;family;GroundGeneralist;acolonial;acolonial;20;0;0;0;0;20;30;30;omnivore;23.29567611;13.54515337;6.444032335;206.3278578;21.28653652;939.6856089;92.04428116;819.791685;4.49E+11;0;NA;NA;NA;no;0.496855226;-0.256310597;0.203769383;0.02571387;ExposedGround;0.496855226;-0.256310597;0.203769383;0.02571387
Nyctanassa_violacea;Widespread;Ardeidae;Nyctanassa;control_species;altrical;NA;no_fam;27.8;36.9;20;NA;NA;4;76;6.19528;0;0;terr_colonial;hbw;652;hbw;1.295478416;142.22648;0.62;specialist;NA;NA;GroundGeneralist;colonial;acolonial;10;80;10;0;0;0;0;0;aquatic;21.08092228;11.31223437;5.575437271;420.0210941;23.47643253;1480.435078;47.46010653;228.1278731;5.32E+11;0;NA;NA;NA;no;-0.292780471;0.006335009;0.026693431;0.011634769;ExposedElevated;-0.292780471;0.006335009;0.026693431;0.011634769
Nyctibius_grandis;Neotropical;Nyctibiidae;Nyctibius;control_species;altrical;NA;NA;NA;55;NA;NA;NA;1;13;NA;0;0;;;560;hbw;0.469015229;176.19;2.38;generalist;NA;NA;AerialSallying;acolonial;acolonial;90;0;10;0;0;0;0;0;invertivore;25.41032623;10.47255827;7.70538803;71.12705062;13.73288052;2157.549183;53.44496527;256.4364573;8.95E+11;0;NA;NA;NA;no;-0.286518985;0.001816076;0.001882731;-0.040303413;ExposedElevated;-0.286518985;0.001816076;0.001882731;-0.040303413
Nyctibius_griseus;Neotropical;Nyctibiidae;Nyctibius;control_species;altrical;NA;NA;31.5;45;NA;NA;NA;1;25;2.05128;0;0;;;173.5;hbw;2.22E-05;173.3;2.6;generalist;NA;NA;AerialSallying;acolonial;acolonial;100;0;0;0;0;0;0;0;invertivore;24.39939929;11.00600651;7.248754983;124.2777707;15.61284763;1811.644047;56.56211253;327.2036772;7.89E+11;0;NA;NA;NA;no;-0.292780471;0.006335009;0.026693431;0.011634769;ExposedElevated;-0.292780471;0.006335009;0.026693431;0.011634769
Nyctibius_jamaicensis;Neotropical;Nyctibiidae;Nyctibius;control_species;altrical;NA;NA;NA;NA;NA;NA;NA;1;10;NA;0;0;;;230.5;hbw;2.22E-05;173.3;2.6;generalist;NA;NA;AerialSallying;acolonial;acolonial;100;0;0;0;0;0;0;0;invertivore;24.64658488;11.23994178;6.606632706;176.9057906;17.00012475;1576.678865;72.35034827;345.7325704;7.00E+11;0;NA;NA;NA;no;-0.292780471;0.006335009;0.026693431;0.011634769;ExposedElevated;-0.292780471;0.006335009;0.026693431;0.011634769
Nycticorax_caledonicus;Australia;Ardeidae;Nycticorax;control_species;altrical;no_fam;no_fam;21.5;45.5;NA;NA;NA;3;54;5.7498;0;0;colonial;hbw;725;hbw;2.170962016;164.31124;1.34;specialist;usually;foraging;GroundGeneralist;colonial;acolonial;0;70;20;10;0;0;0;0;aquatic;22.31394413;12.73579867;5.601548331;398.668768;24.14314078;956.0266968;58.70114066;274.6560953;3.06E+11;0;NA;NA;NA;no;-0.016690264;-0.074545037;-0.270248449;-0.407669267;ExposedElevated;-0.016690264;-0.074545037;-0.270248449;-0.407669267
Nycticorax_nycticorax;Widespread;Ardeidae;Nycticorax;control_species;altrical;no_fam;no_fam;22;34;20;20;0;3;802;6.89976;3;3;colonial;hbw;662.5;hbw;1.970964253;174.50216;1.06;specialist;sometimes;roosting;GroundGeneralist;colonial;acolonial;20;70;10;0;0;0;0;0;aquatic;18.52696307;12.14665302;5.165221038;470.2338249;26.27416425;1024.489559;68.07030797;627.4842497;3.89E+11;0;NA;NA;NA;no;0.122172599;-0.102641902;-0.353779736;-0.489357187;ExposedElevated;0.122172599;-0.102641902;-0.353779736;-0.489357187
Nyctidromus_albicollis;Neotropical;Caprimulgidae;Nyctidromus;control_species;precocial;family;family;19;23;NA;NA;NA;2;43;0.94276;0;3;unknown;hbw;66;hbw;2.22E-05;173.3;2.6;generalist;NA;family;AerialSallying;acolonial;acolonial;100;0;0;0;0;0;0;0;invertivore;24.5959452;10.86909049;7.351410326;108.8012614;15.06966481;1872.096549;57.69251202;346.6937243;7.97E+11;0;NA;NA;NA;no;-0.292780471;0.006335009;0.026693431;0.011634769;ExposedGround;-0.292780471;0.006335009;0.026693431;0.011634769
Nyctiphrynus_ocellatus;Neotropical;Caprimulgidae;Nyctiphrynus;control_species;precocial;NA;NA;NA;NA;NA;NA;NA;2;10;0.76664;0;0;;;37.75;hbw;2.22E-05;173.3;2.6;specialist;NA;NA;AerialSallying;acolonial;acolonial;100;0;0;0;0;0;0;0;invertivore;23.91572995;11.3945089;7.058735072;116.5609115;16.25705338;1792.811041;59.68722886;395.6329704;8.59E+11;0;NA;NA;NA;no;-0.292780471;0.006335009;0.026693431;0.011634769;ExposedGround;-0.292780471;0.006335009;0.026693431;0.011634769
Nymphicus_hollandicus;Australia;Psittacidae;Nymphicus;control_species;altrical;no_fam;no_fam;20.3;28;14;30;16;5;218;2.47604;2;2;breeding_terr;hbw;90;hbw;2.22E-05;344.3;6.4;generalist;usually;forage_roost;GroundGeneralist;acolonial;acolonial;0;0;0;0;0;0;100;0;granivore;22.02002963;14.34157638;4.905099688;522.7112841;29.10825459;408.4128968;60.6280895;283.6629218;1.45E+11;0;NA;NA;NA;no;0.516880558;-0.547781067;0.173422854;0.035292016;Cavity;0.516880558;-0.547781067;0.173422854;0.035292016
Oceanites_oceanicus;Widespread;Hydrobatidae;Oceanites;control_species;altrical;no_fam;no_fam;43;60;0;0;0;1;214;0.73556;3;3;colonial;hbw;39.5;hbw;1.295478416;152.75124;2.22;specialist;usually;NA;AerialScreaning;colonial;acolonial;0;90;0;10;0;0;0;0;aquatic;4.118535469;6.622425629;4.95583524;248.0773455;13.24187643;859.6361556;17.0228833;210.0841924;89453978860;0;NA;NA;NA;no;-0.271605429;-0.004191754;-0.012505281;-0.037886095;Cavity;-0.271605429;-0.004191754;-0.012505281;-0.037886095
Oceanodroma_castro;Widespread;Hydrobatidae;Oceanodroma;control_species;altrical;no_fam;no_fam;42;80;0;0;0;1;117;NA;0;3;colonial;hbw;42.5;hbw;1.295478416;152.75124;2.22;specialist;usually;unknown;AerialScreaning;colonial;acolonial;0;90;0;10;0;0;0;0;aquatic;23.37715931;7.64121881;6.14731286;194.3862764;13.61852207;1453.734772;69.85803357;71.73027459;92936367950;0;NA;NA;NA;no;-0.111167501;-0.044185946;-0.133799046;-0.152032879;Cavity;-0.111167501;-0.044185946;-0.133799046;-0.152032879
Oceanodroma_furcata;Holarctic;Hydrobatidae;Oceanodroma;control_species;altrical;no_fam;no_fam;49;60;0;0;0;1;39;NA;3;3;colonial;hbw;59;hbw;1.295478416;152.75124;2.22;;usually;unknown;AerialScreaning;colonial;acolonial;0;90;0;10;0;0;0;0;aquatic;4.976827287;6.19063346;3.010855441;502.6658094;20.53795344;1562.502166;36.68191662;129.3524245;71401595074;0;NA;NA;NA;no;-0.020459593;-0.062809474;-0.184752998;-0.190385177;Cavity;-0.020459593;-0.062809474;-0.184752998;-0.190385177
Oceanodroma_homochroa;Nearctic;Hydrobatidae;Oceanodroma;control_species;altrical;no_fam;no_fam;44.8;84.5;0;0;0;1;24;NA;0;0;colonial;hbw;38;hbw;1.000018957;140.1804;1.5;specialist;usually;unknown;AerialScreaning;colonial;acolonial;0;100;0;0;0;0;0;0;aquatic;16.07004608;11.78202765;5.819815668;292.7129032;19.96221198;413.1152074;88.38248848;74.42138365;89823823386;0;NA;NA;NA;no;-0.111167501;-0.044185946;-0.133799046;-0.152032879;Cavity;-0.111167501;-0.044185946;-0.133799046;-0.152032879
Oceanodroma_hornbyi;Neotropical;Hydrobatidae;Oceanodroma;control_species;altrical;NA;NA;NA;NA;NA;NA;NA;NA;12;NA;3;3;;;40.59999847;hbw;1.295478416;152.75124;2.22;specialist;usually;NA;AerialScreaning;colonial;acolonial;0;90;0;10;0;0;0;0;aquatic;19.71282051;8.557808858;5.7;225.825641;14.98974359;110.4498834;83.46853147;21.85560345;71826621149;0;NA;NA;NA;no;-0.111167501;-0.044185946;-0.133799046;-0.152032879;Cavity;-0.111167501;-0.044185946;-0.133799046;-0.152032879
Oceanodroma_leucorhoa;Holarctic;Hydrobatidae;Oceanodroma;control_species;altrical;no_fam;no_fam;43;64.5;0;7;7;1;365;NA;3;3;colonial;hbw;45;hbw;1.485491605;152.07424;2.5;specialist;usually;foraging;AerialScreaning;colonial;acolonial;0;80;0;20;0;0;0;0;aquatic;12.52121347;7.821099111;4.215063532;464.2055083;21.27640407;1364.614994;40.98964422;115.8512938;1.00E+11;0;NA;NA;NA;no;-0.020459593;-0.062809474;-0.184752998;-0.190385177;Cavity;-0.020459593;-0.062809474;-0.184752998;-0.190385177
Oceanodroma_melania;Nearctic;Hydrobatidae;Oceanodroma;control_species;altrical;no_fam;no_fam;45;80;0;0;0;1;19;NA;3;3;colonial;hbw;61.5;hbw;1.370967049;158.69816;2.72;specialist;usually;NA;NA;colonial;acolonial;0;80;0;20;0;0;0;0;aquatic;23.06396648;11.89292365;6.432960894;255.5972067;19.11247672;1123.740223;83.13128492;31.44432548;1.24E+11;0;NA;NA;NA;no;NA;NA;NA;NA;;NA;NA;NA;NA
Oceanodroma_monorhis;Palearctic;Hydrobatidae;Oceanodroma;control_species;altrical;NA;NA;NA;NA;NA;NA;NA;1;50;NA;3;3;colonial;hbw;39;hbw;1.295478416;152.75124;2.22;specialist;usually;NA;AerialScreaning;colonial;acolonial;0;90;0;10;0;0;0;0;aquatic;21.71187467;7.794890511;5.041303187;399.8746128;19.53074595;2008.525547;60.66120705;28.76386202;1.00E+11;0;NA;NA;NA;no;-0.111167501;-0.044185946;-0.133799046;-0.152032879;Cavity;-0.111167501;-0.044185946;-0.133799046;-0.152032879
Oceanodroma_tethys;Neotropical;Hydrobatidae;Oceanodroma;control_species;altrical;NA;NA;NA;76;NA;NA;NA;1;13;0.6216;3;3;colonial;hbw;22.60000038;hbw;0.970969586;146.80432;1.72;specialist;usually;NA;AerialScreaning;colonial;acolonial;0;100;0;0;0;0;0;0;aquatic;20.9523918;8.396583144;5.613667426;227.8589977;14.88724374;208.3781321;69.54897494;35.9086758;58412461385;0;NA;NA;NA;no;NA;NA;NA;NA;Cavity;NA;NA;NA;NA
Oceanodroma_tristrami;Palearctic;Hydrobatidae;Oceanodroma;control_species;altrical;no_fam;no_fam;42.5;80;0;0;0;1;14;NA;3;3;colonial;hbw;90.70485369;hbw;1.000018957;140.1804;1.5;specialist;usually;unknown;AerialScreaning;colonial;acolonial;0;100;0;0;0;0;0;0;aquatic;22.80967742;7.646774194;6.040322581;191.9209677;13.15483871;1245.790323;46.39516129;77.33846154;48846405047;0;NA;NA;NA;no;-0.263950026;-0.006722843;-0.02104456;-0.047421077;Cavity;-0.263950026;-0.006722843;-0.02104456;-0.047421077
Ocreatus_underwoodii;Neotropical;Trochilidae;Ocreatus;control_species;altrical;no_fam;no_fam;16.5;20.5;NA;NA;NA;2;10;NA;1;1;unknown;hbw;2.75;MG-hbw;0.469015229;114.35;1.16;specialist;no_flocks;no_flocks;AerialScreaning;acolonial;acolonial;10;0;0;0;90;0;0;0;nectarivore;17.7630116;11.30665353;8.153118844;59.19126724;13.95546071;1767.412125;44.4101554;1924.12805;5.60E+11;0;NA;NA;NA;no;0.199798276;-0.091933813;-0.567246773;0.393979517;ExposedElevated;0.199798276;-0.091933813;-0.567246773;0.393979517
Ocyphaps_lophotes;Australia;Columbidae;Ocyphaps;control_species;altrical;no_fam;no_fam;19;15;30;NA;NA;2;44;1.7612;0;0;;;200;hbw;1.360980538;202.3352;11.74;generalist;usually;foraging;GroundGeneralist;acolonial;acolonial;10;0;0;0;0;0;50;40;omnivore;21.44028968;14.10797045;4.941808755;506.6118222;28.44893759;437.4509627;58.35397899;281.7763179;1.65E+11;0;NA;NA;NA;no;0.409787993;-0.473723393;0.125371674;0.003507194;ExposedElevated;0.409787993;-0.473723393;0.125371674;0.003507194
Oena_capensis;Africa;Columbidae;Oena;control_species;altrical;no_fam;no_fam;15;15;NA;NA;NA;2;56;0.63196;0;3;;;41;hbw;0.469015229;327.2;6.02;generalist;sometimes;drinking;GroundGeneralist;acolonial;acolonial;10;0;0;0;0;0;90;0;granivore;23.97688762;14.43678687;6.049160829;305.1506721;24.24196429;456.2408202;107.7800953;734.2727585;1.85E+11;0;NA;NA;NA;no;0.516880558;-0.547781067;0.173422854;0.035292016;ExposedElevated;0.516880558;-0.547781067;0.173422854;0.035292016
Oenanthe_deserti;Palearctic;Muscicapidae;Oenanthe;control_species;altrical;NA;NA;13.5;13.5;21;NA;NA;4;82;NA;0;3;breeding_terr;hbw;24.5;hbw;0.469015229;190.4;2.98;generalist;NA;NA;AerialSallying;acolonial;acolonial;90;0;0;0;0;0;10;0;invertivore;7.719097761;13.40872874;3.231116677;1013.298484;41.89606491;194.2435069;77.06026661;1651.402792;53090148994;0;NA;NA;NA;no;-0.292780471;0.006335009;0.026693431;0.011634769;Cavity;-0.292780471;0.006335009;0.026693431;0.011634769
Oenanthe_finschii;Palearctic;Muscicapidae;Oenanthe;control_species;altrical;NA;NA;12.5;15.5;NA;61;NA;5;15;NA;0;3;territorial;hbw;27;hbw;1.156796396;193.3838;5.17;specialist;NA;NA;GroundGeneralist;acolonial;acolonial;70;0;0;0;0;0;20;10;invertivore;13.66159606;13.24389021;3.374708112;896.3604499;38.71512317;333.3987713;71.0515007;965.3710524;84539985662;0;NA;NA;NA;no;-0.292780471;0.006335009;0.026693431;0.011634769;ExposedGround;-0.292780471;0.006335009;0.026693431;0.011634769
Oenanthe_hispanica;Palearctic;Muscicapidae;Oenanthe;control_species;altrical;NA;NA;13;11.5;21;NA;NA;5;118;NA;3;3;breeding_terr;hbw;16.5;hbw;1.370967049;184.28;4.8;generalist;NA;NA;GroundGeneralist;acolonial;acolonial;60;0;0;0;0;20;20;0;invertivore;13.19009453;11.59970663;3.542237263;729.4594597;32.47270914;494.4553333;51.80979042;915.0978634;1.72E+11;0;NA;NA;NA;no;-0.292780471;0.006335009;0.026693431;0.011634769;Cavity;-0.292780471;0.006335009;0.026693431;0.011634769
Oenanthe_isabellina;Palearctic;Muscicapidae;Oenanthe;control_species;altrical;NA;NA;12;14;NA;NA;NA;6;133;NA;3;3;breeding_terr;hbw;30;hbw;1.156796396;210.39;3.14;generalist;NA;NA;AerialSallying;acolonial;acolonial;70;0;10;0;0;0;20;0;invertivore;6.718235928;12.59008888;2.867911539;1117.085113;43.78438918;276.9184556;65.47464628;1148.868642;81831991312;0;NA;NA;NA;no;-0.292780471;0.006335009;0.026693431;0.011634769;Cavity;-0.292780471;0.006335009;0.026693431;0.011634769
Oenanthe_leucopyga;Palearctic;Muscicapidae;Oenanthe;control_species;altrical;no_fam;no_fam;14;14;21;60;39;4;25;NA;0;0;year_round_terr;hbw;31;hbw;1.570964811;184.57;3.26;specialist;usually;family;AerialSallying;colonial;acolonial;60;0;20;0;0;10;10;0;invertivore;23.71648169;14.84658292;4.559104075;625.7395523;32.64755944;69.65100806;86.98173162;587.6481451;27614574664;0;NA;NA;NA;no;-0.292780471;0.006335009;0.026693431;0.011634769;Cavity;-0.292780471;0.006335009;0.026693431;0.011634769
Oenanthe_leucura;Palearctic;Muscicapidae;Oenanthe;control_species;altrical;family;family;16;15;14;180;166;4;43;NA;0;1;breeding_terr;hbw;40.5;hbw;1.356794158;150.4638;4.91;generalist;usually;family;AerialSallying;acolonial;acolonial;70;0;10;0;0;10;10;0;invertivore;16.97965807;12.23599457;4.023109905;622.6993487;30.47459973;306.7820353;52.08531886;675.3839808;1.01E+11;0;NA;NA;NA;no;-0.292780471;0.006335009;0.026693431;0.011634769;Cavity;-0.292780471;0.006335009;0.026693431;0.011634769
Oenanthe_lugens;Palearctic;Muscicapidae;Oenanthe;control_species;altrical;family;family;13.5;15.5;14;NA;NA;4;19;NA;0;0;year_round_terr;hbw;22;hbw;0.469015229;159.1838;4.41;specialist;usually;family;AerialSallying;acolonial;acolonial;90;0;0;0;0;0;0;10;invertivore;18.9834161;14.24494994;4.441746095;657.4119744;32.79406488;152.8930717;76.57753304;1009.30003;45949276281;0;NA;NA;NA;no;-0.292780471;0.006335009;0.026693431;0.011634769;Cavity;-0.292780471;0.006335009;0.026693431;0.011634769
Oenanthe_monticola;Africa;Muscicapidae;Oenanthe;control_species;altrical;no_fam;no_fam;13;15.5;30;43;13;3;13;NA;0;1;year_round_terr;hbw;33;hbw;0.721947394;145.0676;6.22;generalist;0;family;AerialSallying;acolonial;acolonial;80;0;0;0;0;0;0;20;invertivore;17.59871823;15.17076578;5.583457493;418.3616345;27.19784181;414.4675175;75.18602103;1151.837546;1.89E+11;0;NA;NA;NA;no;-0.292780471;0.006335009;0.026693431;0.011634769;Cavity;-0.292780471;0.006335009;0.026693431;0.011634769
Oenanthe_oenanthe;Palearctic;Muscicapidae;Oenanthe;control_species;altrical;no_fam;no_fam;13;15.5;14;30;16;6;399;0.80808;3;3;breeding_terr;hbw;25.5;hbw;1.156796396;167.18;4.42;generalist;no_flocks;no_flocks;AerialSallying;acolonial;acolonial;70;0;0;0;0;20;10;0;invertivore;-1.987147953;10.04961116;2.242714909;1261.347633;45.42441103;449.3679073;49.37954106;537.700794;1.10E+11;0;NA;NA;NA;no;-0.292780471;0.006335009;0.026693431;0.011634769;Cavity;-0.292780471;0.006335009;0.026693431;0.011634769
